index,speaker_id,file_name,system_id,class_name,file_path,target
0,LA_0079,LA_T_1138215,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1138215.flac,0
1,LA_0079,LA_T_1271820,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1271820.flac,0
2,LA_0079,LA_T_1272637,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1272637.flac,0
3,LA_0079,LA_T_1276960,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1276960.flac,0
4,LA_0079,LA_T_1341447,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1341447.flac,0
5,LA_0079,LA_T_1363611,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1363611.flac,0
6,LA_0079,LA_T_1596451,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1596451.flac,0
7,LA_0079,LA_T_1608170,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1608170.flac,0
8,LA_0079,LA_T_1684951,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1684951.flac,0
9,LA_0079,LA_T_1699801,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1699801.flac,0
10,LA_0079,LA_T_1703395,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1703395.flac,0
11,LA_0079,LA_T_1736342,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1736342.flac,0
12,LA_0079,LA_T_1779188,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1779188.flac,0
13,LA_0079,LA_T_1786825,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1786825.flac,0
14,LA_0079,LA_T_1787246,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1787246.flac,0
15,LA_0079,LA_T_1905558,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_1905558.flac,0
16,LA_0079,LA_T_2205687,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2205687.flac,0
17,LA_0079,LA_T_2220901,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2220901.flac,0
18,LA_0079,LA_T_2361751,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2361751.flac,0
19,LA_0079,LA_T_2373806,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2373806.flac,0
20,LA_0079,LA_T_2417641,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2417641.flac,0
21,LA_0079,LA_T_2520083,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2520083.flac,0
22,LA_0079,LA_T_2562689,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2562689.flac,0
23,LA_0079,LA_T_2564579,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2564579.flac,0
24,LA_0079,LA_T_2732709,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2732709.flac,0
25,LA_0079,LA_T_2759900,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2759900.flac,0
26,LA_0079,LA_T_2838981,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2838981.flac,0
27,LA_0079,LA_T_2873890,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2873890.flac,0
28,LA_0079,LA_T_2938316,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_2938316.flac,0
29,LA_0079,LA_T_3131990,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_3131990.flac,0
30,LA_0079,LA_T_3141223,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_3141223.flac,0
31,LA_0079,LA_T_3167734,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_3167734.flac,0
32,LA_0079,LA_T_3187715,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_3187715.flac,0
33,LA_0079,LA_T_3215578,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_3215578.flac,0
34,LA_0079,LA_T_3247389,-,bonafide,/home/durgesh/DeepFake/N_DTFAT/DTFAT/egs/Datasets/LA/ASVspoof2019_LA_train/flac/LA_T_3247389.flac,0
